symbol,date,side,price,pf_w
PIKK,2012-10-05,BUY,72.13,0.4
SBER,2012-10-05,BUY,93.02,0.04
SIBN,2012-10-05,BUY,154.91,0.316262166289396
PIKK,2012-10-08,SELL,71.2,0.4
ROSN,2012-10-08,SELL,211.7,0.04
SIBN,2012-10-09,SELL,154.43,0.316262166289396
ISKJ,2012-10-10,SELL,12.08,0.08
SBER,2012-10-10,SELL,92.29,0.04
ISKJ,2012-10-12,BUY,12.65,0.08
ISKJ,2012-10-15,SELL,12.444,0.08
SIBN,2012-10-15,BUY,156.29,0.316262166289396
SIBN,2012-10-16,SELL,156.25,0.316262166289396
GAZP,2012-10-17,BUY,156.14,0.4
SBER,2012-10-17,BUY,93.12,0.04
SBERP,2012-10-17,BUY,68.75,0.4
SIBN,2012-10-17,BUY,158.7,0.316262166289396
GAZP,2012-10-18,SELL,155,0.4
LKOH,2012-10-18,BUY,1988,0.04
ROSN,2012-10-18,BUY,219.3,0.04
SIBN,2012-10-18,SELL,158.5,0.316262166289396
ISKJ,2012-10-19,BUY,12.6,0.04
SBERP,2012-10-19,SELL,69.25,0.4
GAZP,2012-10-22,BUY,156.53,0.4
ISKJ,2012-10-22,SELL,12.378,0.04
SBERP,2012-10-22,BUY,69.6,0.4
GAZP,2012-10-23,SELL,153.67,0.4
ISKJ,2012-10-23,BUY,13.11,0.08
LKOH,2012-10-23,SELL,1940.7,0.04
SBERP,2012-10-23,SELL,67.96,0.4
PIKK,2012-10-24,BUY,71.2,0.4
SIBN,2012-10-24,SELL,155.01,0.04
ISKJ,2012-10-25,SELL,13.62,0.08
PIKK,2012-10-25,SELL,70.39,0.4
SBER,2012-10-25,SELL,92.89,0.04
SIBN,2012-10-30,BUY,155.42,0.356262166289396
ROSN,2012-10-31,SELL,232.7,0.04
SIBN,2012-10-31,SELL,153,0.316262166289396
ROSN,2012-11-01,BUY,246.47,0.04
SIBN,2012-11-01,BUY,155.77,0.316262166289396
ISKJ,2012-11-02,BUY,13.848,0.08
PIKK,2012-11-02,BUY,70.94,0.4
ISKJ,2012-11-06,SELL,13.29,0.08
SIBN,2012-11-06,SELL,155.5,0.316262166289396
PIKK,2012-11-07,SELL,71.2,0.4
ROSN,2012-11-12,SELL,244.35,0.04
SIBN,2012-11-12,SELL,148.65,0.04
ISKJ,2012-11-14,BUY,13.27,0.08
ISKJ,2012-11-15,SELL,13.062,0.08
ROSN,2012-11-19,BUY,251.5,0.04
SBER,2012-11-19,BUY,87.34,0.04
SBERP,2012-11-19,BUY,63.35,0.4
SIBN,2012-11-19,BUY,144,0.316262166289396
SBERP,2012-11-20,SELL,63.35,0.4
SIBN,2012-11-20,SELL,141.04,0.316262166289396
GAZP,2012-11-21,BUY,142.8,0.4
ISKJ,2012-11-21,BUY,13.2,0.04
SBERP,2012-11-21,BUY,64.32,0.4
GAZP,2012-11-22,SELL,142.11,0.4
ISKJ,2012-11-22,BUY,13.25,0.04
SBERP,2012-11-22,SELL,63.9,0.4
SBERP,2012-11-23,BUY,64.9,0.4
ROSN,2012-11-26,SELL,239.99,0.04
ISKJ,2012-11-27,SELL,13.38,0.08
SBER,2012-11-28,SELL,87.73,0.04
SBERP,2012-11-28,SELL,64.89,0.4
SBERP,2012-11-29,BUY,65.93,0.4
ISKJ,2012-11-30,BUY,13.699,0.08
SBER,2012-11-30,BUY,91.41,0.04
SIBN,2012-11-30,BUY,140.71,0.316262166289396
GAZP,2012-12-03,BUY,140.88,0.4
ISKJ,2012-12-03,SELL,13.697,0.08
LKOH,2012-12-03,BUY,1955.7,0.04
SBER,2012-12-03,BUY,92.8,0.299024933149251
SBERP,2012-12-03,BUY,67.09,0.04
SIBN,2012-12-03,BUY,142.12,0.04
GAZP,2012-12-04,SELL,139.4,0.4
SBERP,2012-12-04,SELL,66.49,0.44
SIBN,2012-12-04,SELL,142.01,0.316262166289396
SBERP,2012-12-05,BUY,67.76,0.44
SIBN,2012-12-05,BUY,142.76,0.316262166289396
ISKJ,2012-12-06,BUY,14.11,0.08
SBERP,2012-12-06,SELL,67.28,0.44
ISKJ,2012-12-07,SELL,13.999,0.08
SIBN,2012-12-07,SELL,142.59,0.316262166289396
SBER,2012-12-10,SELL,93.59,0.339024933149251
SBERP,2012-12-11,BUY,68.18,0.44
GAZP,2012-12-12,BUY,140.94,0.4
ISKJ,2012-12-12,BUY,14.08,0.04
ROSN,2012-12-12,BUY,251.67,0.04
SBER,2012-12-12,BUY,93.86,0.339024933149251
SIBN,2012-12-12,BUY,146.45,0.316262166289396
GAZP,2012-12-13,SELL,139.48,0.4
ISKJ,2012-12-13,SELL,14.04,0.04
SBERP,2012-12-13,SELL,67.86,0.44
LKOH,2012-12-17,SELL,2013.2,0.04
SBER,2012-12-17,SELL,93.54,0.339024933149251
SIBN,2012-12-17,SELL,147.94,0.316262166289396
SBER,2012-12-18,BUY,95.11,0.37902493314925
GAZP,2012-12-20,BUY,142.75,0.4
LKOH,2012-12-20,BUY,2039.9,0.04
SBER,2012-12-21,SELL,93.5,0.37902493314925
SIBN,2012-12-21,SELL,143.43,0.04
LKOH,2012-12-25,SELL,2017,0.04
ISKJ,2012-12-26,BUY,13.587,0.04
SIBN,2012-12-26,BUY,143.62,0.316262166289396
GAZP,2012-12-27,SELL,144.95,0.4
ISKJ,2012-12-27,SELL,13.449,0.04
PIKK,2012-12-27,BUY,62.7,0.4
SBERP,2012-12-27,BUY,68.39,0.4
SIBN,2012-12-27,SELL,142.2,0.316262166289396
ISKJ,2012-12-28,BUY,13.594,0.08
SBERP,2012-12-28,SELL,67.3,0.4
GAZP,2013-01-08,BUY,147.9,0.4
ISKJ,2013-01-08,SELL,13.235,0.08
PIKK,2013-01-08,SELL,64.73,0.4
SBER,2013-01-08,BUY,98.37,0.584859175138705
SBERP,2013-01-08,BUY,70.38,0.44
SIBN,2013-01-08,BUY,143.78,0.356262166289396
SIBN,2013-01-09,SELL,143.1,0.316262166289396
GAZP,2013-01-10,SELL,147.6,0.4
PIKK,2013-01-11,BUY,65.36,0.4
GAZP,2013-01-14,BUY,149.6,0.4
ISKJ,2013-01-14,BUY,13.628,0.08
PIKK,2013-01-14,SELL,65.16,0.4
ROSN,2013-01-14,SELL,267,0.04
SIBN,2013-01-14,BUY,143.89,0.316262166289396
GAZP,2013-01-15,SELL,147.73,0.4
ISKJ,2013-01-15,SELL,13.58,0.08
PIKK,2013-01-15,BUY,66.14,0.4
SBERP,2013-01-15,SELL,71.5,0.44
SIBN,2013-01-15,SELL,142.88,0.316262166289396
PIKK,2013-01-16,SELL,66.1,0.4
SBERP,2013-01-17,BUY,72.91,0.44
PIKK,2013-01-18,BUY,66.44,0.4
PIKK,2013-01-21,SELL,65.58,0.4
SIBN,2013-01-21,BUY,143.08,0.316262166289396
SIBN,2013-01-21,SELL,143.08,0.04
SBERP,2013-01-22,SELL,73.59,0.44
SIBN,2013-01-22,SELL,142.81,0.316262166289396
SBERP,2013-01-23,BUY,75.04,0.44
SIBN,2013-01-23,BUY,144.2,0.356262166289396
SBER,2013-01-24,SELL,102.48,0.584859175138705
SBERP,2013-01-24,SELL,74.53,0.44
SIBN,2013-01-24,SELL,143.5,0.316262166289396
PIKK,2013-01-25,BUY,65.44,0.4
ROSN,2013-01-25,BUY,272.62,0.04
SBER,2013-01-25,BUY,103.67,0.584859175138705
SBERP,2013-01-25,BUY,75.1,0.44
SIBN,2013-01-25,BUY,145.39,0.316262166289396
SBERP,2013-01-28,BUY,77.25,0.116277074651061
SIBN,2013-01-28,SELL,145.2,0.316262166289396
PIKK,2013-01-29,SELL,65.6,0.4
PIKK,2013-01-30,BUY,66,0.4
SBERP,2013-01-30,SELL,78.27,0.556277074651061
SIBN,2013-01-31,BUY,146.51,0.316262166289396
SIBN,2013-02-01,SELL,146.1,0.316262166289396
ROSN,2013-02-04,SELL,258.09,0.04
SBER,2013-02-05,SELL,107.75,0.584859175138705
PIKK,2013-02-06,SELL,66.15,0.4
ISKJ,2013-02-07,BUY,12.8,0.04
SIBN,2013-02-07,SELL,143.58,0.04
ISKJ,2013-02-08,SELL,12.618,0.04
ISKJ,2013-02-11,BUY,13.096,0.08
SBERP,2013-02-11,BUY,77.21,0.4
ISKJ,2013-02-12,SELL,12.8,0.08
PIKK,2013-02-12,BUY,68.07,0.4
SBER,2013-02-12,BUY,108.48,0.04
ISKJ,2013-02-13,BUY,13.5,0.08
SBERP,2013-02-13,BUY,79.3,0.156277074651061
SIBN,2013-02-13,BUY,143.58,0.316262166289396
ISKJ,2013-02-14,SELL,13.234,0.08
PIKK,2013-02-14,SELL,67.51,0.4
SBERP,2013-02-14,SELL,77.73,0.556277074651061
SIBN,2013-02-14,BUY,143.72,0.04
SBER,2013-02-18,SELL,106.23,0.04
SIBN,2013-02-18,SELL,143.54,0.316262166289396
GAZP,2013-02-19,BUY,137.55,0.4
ISKJ,2013-02-19,BUY,13.614,0.08
GAZP,2013-02-20,SELL,137.06,0.4
ISKJ,2013-02-20,SELL,13.44,0.08
PIKK,2013-02-22,BUY,66.49,0.4
SIBN,2013-02-22,SELL,142,0.04
GAZP,2013-02-25,BUY,138.03,0.4
PIKK,2013-02-25,SELL,66.12,0.4
GAZP,2013-02-26,SELL,136.5,0.4
ISKJ,2013-02-26,BUY,13.564,0.04
ISKJ,2013-02-27,SELL,13.478,0.04
ISKJ,2013-03-01,BUY,13.89,0.08
ISKJ,2013-03-04,SELL,13.456,0.08
ISKJ,2013-03-05,BUY,14.4,0.08
SBER,2013-03-06,BUY,105.33,0.04
SBERP,2013-03-06,BUY,75,0.4
SIBN,2013-03-06,BUY,138.99,0.316262166289396
PIKK,2013-03-07,BUY,64.5,0.4
SIBN,2013-03-07,BUY,139.5,0.04
GAZP,2013-03-11,BUY,136.6,0.4
ISKJ,2013-03-11,SELL,14.115,0.08
LKOH,2013-03-11,BUY,2015.7,0.04
PIKK,2013-03-12,SELL,62.67,0.4
SBERP,2013-03-12,SELL,76.08,0.4
SIBN,2013-03-12,SELL,140.46,0.316262166289396
LKOH,2013-03-14,SELL,1996.1,0.04
SBER,2013-03-14,SELL,104.81,0.04
GAZP,2013-03-18,SELL,144.28,0.4
SIBN,2013-03-18,SELL,137.9,0.04
ISKJ,2013-03-20,BUY,14.387,0.08
ISKJ,2013-03-21,SELL,13.796,0.08
ISKJ,2013-03-26,BUY,13.939,0.04
PIKK,2013-03-27,BUY,60.32,0.4
ISKJ,2013-03-28,SELL,14,0.04
PIKK,2013-03-28,SELL,60.3,0.4
SBERP,2013-03-28,BUY,75.11,0.4
ISKJ,2013-03-29,BUY,14.4,0.08
ISKJ,2013-04-01,SELL,13.806,0.08
SBERP,2013-04-01,SELL,74.48,0.4
PIKK,2013-04-02,BUY,60.7,0.4
SBER,2013-04-02,BUY,99.12,0.04
SIBN,2013-04-03,BUY,132.18,0.356262166289396
SIBN,2013-04-04,SELL,131.6,0.316262166289396
PIKK,2013-04-08,SELL,61,0.4
SIBN,2013-04-10,BUY,131.95,0.316262166289396
SIBN,2013-04-10,SELL,131.95,0.04
SIBN,2013-04-11,SELL,130.19,0.316262166289396
PIKK,2013-04-15,BUY,61,0.4
SBER,2013-04-15,SELL,95.62,0.04
PIKK,2013-04-16,SELL,60.3,0.4
SIBN,2013-04-16,BUY,130.77,0.316262166289396
ISKJ,2013-04-18,BUY,11.986,0.04
SIBN,2013-04-18,BUY,134.39,0.04
ISKJ,2013-04-19,BUY,12.38,0.04
SBERP,2013-04-19,BUY,70.18,0.4
SIBN,2013-04-19,SELL,133.9,0.316262166289396
SBERP,2013-04-22,SELL,69.93,0.4
SIBN,2013-04-22,BUY,134.5,0.316262166289396
PIKK,2013-04-23,BUY,60.55,0.4
SBER,2013-04-23,BUY,96.52,0.04
SBERP,2013-04-23,BUY,70.4,0.4
SIBN,2013-04-23,SELL,134.2,0.316262166289396
GAZP,2013-04-24,BUY,124.7,0.4
GAZP,2013-04-25,SELL,122.96,0.4
PIKK,2013-04-25,SELL,59.7,0.4
SBERP,2013-04-26,SELL,70.57,0.4
ISKJ,2013-04-29,SELL,12.771,0.08
SBER,2013-04-29,SELL,94.66,0.04
SIBN,2013-04-29,SELL,122.73,0.04
PIKK,2013-04-30,BUY,61.59,0.4
SBER,2013-04-30,BUY,99.11,0.04
SBERP,2013-04-30,BUY,72.38,0.4
SBERP,2013-05-02,SELL,72.1,0.4
SIBN,2013-05-02,BUY,127.99,0.316262166289396
GAZP,2013-05-03,BUY,128.7,0.4
LKOH,2013-05-03,BUY,2006,0.04
SBERP,2013-05-03,BUY,72.89,0.4
SIBN,2013-05-03,BUY,129.5,0.04
PIKK,2013-05-06,SELL,63.19,0.4
SIBN,2013-05-06,SELL,129.35,0.316262166289396
SBER,2013-05-07,BUY,105.23,0.299024933149251
SBERP,2013-05-07,BUY,74.72,0.04
SIBN,2013-05-07,BUY,130.2,0.316262166289396
SIBN,2013-05-08,SELL,130.2,0.316262166289396
SBERP,2013-05-10,SELL,75.5,0.44
SIBN,2013-05-10,BUY,130.72,0.316262166289396
GAZP,2013-05-13,SELL,129.8,0.4
SBERP,2013-05-13,BUY,75.84,0.44
SIBN,2013-05-13,SELL,129.5,0.316262166289396
ISKJ,2013-05-14,BUY,12.483,0.04
ROSN,2013-05-14,BUY,223.71,0.04
SBER,2013-05-14,SELL,103.95,0.339024933149251
SBERP,2013-05-14,SELL,75.81,0.44
ISKJ,2013-05-15,BUY,13.3,0.04
ISKJ,2013-05-16,SELL,12.94,0.08
LKOH,2013-05-16,SELL,1998.3,0.04
PIKK,2013-05-17,BUY,62.7,0.4
SBER,2013-05-17,BUY,105.19,0.04
SBERP,2013-05-17,BUY,76.2,0.44
SIBN,2013-05-17,SELL,128.1,0.04
PIKK,2013-05-20,SELL,60.77,0.4
SBER,2013-05-20,BUY,106.65,0.299024933149251
GAZP,2013-05-21,BUY,126.95,0.4
ISKJ,2013-05-21,BUY,13.254,0.04
ROSN,2013-05-21,SELL,220.5,0.04
SBER,2013-05-21,BUY,108.86,0.039999999999999
ISKJ,2013-05-22,SELL,13.22,0.04
LKOH,2013-05-22,BUY,2080,0.04
PIKK,2013-05-22,BUY,63.39,0.4
ROSN,2013-05-22,BUY,224.3,0.04
SBER,2013-05-22,BUY,110.74,0.205834241989455
SBERP,2013-05-22,BUY,79.8,0.116277074651061
SIBN,2013-05-22,BUY,128.69,0.356262166289396
GAZP,2013-05-23,SELL,121.6,0.4
SBERP,2013-05-23,SELL,76.5,0.556277074651061
SIBN,2013-05-23,SELL,126.84,0.316262166289396
ISKJ,2013-05-24,BUY,13.28,0.08
LKOH,2013-05-27,SELL,1993,0.04
PIKK,2013-05-27,SELL,65,0.4
SBER,2013-05-27,SELL,102.87,0.584859175138705
PIKK,2013-05-28,BUY,65.25,0.4
PIKK,2013-05-29,SELL,63,0.4
ROSN,2013-05-29,SELL,212.4,0.04
SIBN,2013-05-29,SELL,123.16,0.04
GAZP,2013-05-31,BUY,123.4,0.4
ISKJ,2013-05-31,SELL,14.516,0.08
GAZP,2013-06-03,SELL,120.75,0.4
ISKJ,2013-06-03,BUY,15.111,0.08
PIKK,2013-06-03,BUY,63.2,0.4
PIKK,2013-06-04,SELL,62.82,0.4
SIBN,2013-06-04,BUY,121.74,0.316262166289396
ISKJ,2013-06-05,SELL,15.601,0.08
SIBN,2013-06-05,SELL,120.22,0.316262166289396
ISKJ,2013-06-06,BUY,16.497,0.08
ISKJ,2013-06-07,SELL,16.495,0.08
SBER,2013-06-07,BUY,99.2,0.04
SBERP,2013-06-07,BUY,73.4,0.4
SIBN,2013-06-07,BUY,123.15,0.356262166289396
SBERP,2013-06-10,SELL,73.35,0.4
SIBN,2013-06-11,SELL,119.79,0.316262166289396
SBER,2013-06-13,SELL,91.77,0.04
ISKJ,2013-06-18,BUY,16.086,0.08
PIKK,2013-06-18,BUY,62.42,0.4
SIBN,2013-06-18,BUY,114.12,0.316262166289396
SIBN,2013-06-18,SELL,114.12,0.04
SIBN,2013-06-19,SELL,112.19,0.316262166289396
ISKJ,2013-06-20,SELL,16.379,0.08
PIKK,2013-06-20,SELL,62.42,0.4
SIBN,2013-06-21,BUY,114.98,0.356262166289396
ROSN,2013-06-24,BUY,227,0.04
ISKJ,2013-06-25,BUY,16.695,0.08
PIKK,2013-06-25,BUY,63.14,0.4
ISKJ,2013-06-26,SELL,16.15,0.08
PIKK,2013-06-26,SELL,63.1,0.4
SBER,2013-06-27,BUY,93.24,0.04
SIBN,2013-06-27,SELL,117.19,0.316262166289396
PIKK,2013-06-28,BUY,63.73,0.4
SBERP,2013-06-28,BUY,69.96,0.4
SIBN,2013-07-01,BUY,118.25,0.316262166289396
ROSN,2013-07-02,SELL,227.89,0.04
SBERP,2013-07-02,SELL,71.02,0.4
LKOH,2013-07-03,BUY,1927.6,0.04
PIKK,2013-07-03,SELL,67.6,0.4
SIBN,2013-07-03,SELL,118.15,0.316262166289396
GAZP,2013-07-04,BUY,113.17,0.4
SBER,2013-07-04,SELL,93.95,0.04
ISKJ,2013-07-05,BUY,16.154,0.08
ISKJ,2013-07-08,SELL,16.1,0.08
PIKK,2013-07-08,BUY,69,0.4
ROSN,2013-07-08,BUY,233.29,0.04
LKOH,2013-07-09,SELL,1913.1,0.04
PIKK,2013-07-09,SELL,68.67,0.4
SIBN,2013-07-09,SELL,116.44,0.04
GAZP,2013-07-10,SELL,113.6,0.4
PIKK,2013-07-10,BUY,69.1,0.4
GAZP,2013-07-11,BUY,117.29,0.4
LKOH,2013-07-11,BUY,1954.5,0.04
SBER,2013-07-11,BUY,95.51,0.04
SBERP,2013-07-11,BUY,72.86,0.44
PIKK,2013-07-12,SELL,70.61,0.4
SBER,2013-07-12,BUY,98.57,0.299024933149251
SIBN,2013-07-12,BUY,118.74,0.356262166289396
SIBN,2013-07-15,SELL,118.47,0.316262166289396
SBERP,2013-07-16,SELL,76.25,0.44
SBERP,2013-07-17,BUY,77.39,0.44
SIBN,2013-07-17,BUY,127.83,0.316262166289396
GAZP,2013-07-18,SELL,130.21,0.4
SBERP,2013-07-18,SELL,75.24,0.44
SIBN,2013-07-18,SELL,124.57,0.316262166289396
SBER,2013-07-22,SELL,97.77,0.339024933149251
ISKJ,2013-07-23,BUY,15.135,0.04
ISKJ,2013-07-24,SELL,15.013,0.04
LKOH,2013-07-24,SELL,2005.3,0.04
PIKK,2013-07-24,BUY,72.5,0.4
ROSN,2013-07-24,SELL,242.65,0.04
SIBN,2013-07-24,SELL,121.87,0.04
ISKJ,2013-07-25,BUY,15.168,0.08
PIKK,2013-07-25,SELL,71.35,0.4
GAZP,2013-07-29,BUY,129.4,0.4
ISKJ,2013-07-30,SELL,15.37,0.08
GAZP,2013-07-31,SELL,128.61,0.4
SBERP,2013-07-31,BUY,74.62,0.4
GAZP,2013-08-01,BUY,130.21,0.4
SBER,2013-08-01,BUY,96.84,0.04
SIBN,2013-08-01,BUY,120.4,0.356262166289396
GAZP,2013-08-02,SELL,128.45,0.4
SIBN,2013-08-02,SELL,119.37,0.316262166289396
ISKJ,2013-08-06,BUY,15.1,0.04
SBERP,2013-08-06,SELL,73.5,0.4
ISKJ,2013-08-07,SELL,15,0.04
SBER,2013-08-07,SELL,94.41,0.04
SIBN,2013-08-08,BUY,118.14,0.316262166289396
SIBN,2013-08-08,SELL,118.14,0.04
SIBN,2013-08-09,BUY,120.77,0.04
GAZP,2013-08-12,BUY,129.03,0.4
ISKJ,2013-08-12,BUY,15.001,0.04
SBER,2013-08-12,BUY,96.24,0.04
ISKJ,2013-08-13,BUY,15.188,0.04
PIKK,2013-08-13,BUY,70.83,0.4
SBERP,2013-08-13,BUY,74.15,0.4
GAZP,2013-08-15,SELL,131.05,0.4
ISKJ,2013-08-15,SELL,15.815,0.08
PIKK,2013-08-15,SELL,70.5,0.4
SBERP,2013-08-15,SELL,72.51,0.4
SIBN,2013-08-15,SELL,124.87,0.316262166289396
SBER,2013-08-19,SELL,93.6,0.04
SIBN,2013-08-21,BUY,125.1,0.316262166289396
SIBN,2013-08-21,SELL,125.1,0.04
GAZP,2013-08-22,BUY,134.11,0.4
SIBN,2013-08-22,BUY,128.61,0.04
GAZP,2013-08-23,SELL,133.1,0.4
SIBN,2013-08-26,SELL,129.56,0.316262166289396
ROSN,2013-08-29,BUY,243.11,0.04
SIBN,2013-08-29,BUY,133.99,0.316262166289396
ISKJ,2013-09-03,BUY,15.01,0.08
SBER,2013-09-03,BUY,90.45,0.04
ISKJ,2013-09-04,SELL,15,0.08
GAZP,2013-09-05,BUY,140,0.4
LKOH,2013-09-05,BUY,1993,0.04
SBERP,2013-09-05,BUY,71.39,0.4
SBERP,2013-09-06,SELL,70.81,0.4
SIBN,2013-09-06,SELL,141.54,0.316262166289396
SBERP,2013-09-09,BUY,73.51,0.4
SIBN,2013-09-09,BUY,144.1,0.316262166289396
GAZP,2013-09-10,SELL,146.37,0.4
PIKK,2013-09-10,BUY,63.84,0.4
SBERP,2013-09-10,BUY,75.68,0.04
SIBN,2013-09-10,SELL,142.01,0.316262166289396
PIKK,2013-09-11,SELL,63.01,0.4
SBERP,2013-09-11,SELL,74.88,0.44
ISKJ,2013-09-13,BUY,15.02,0.08
PIKK,2013-09-13,BUY,63.97,0.4
ROSN,2013-09-13,SELL,258.12,0.04
SBER,2013-09-13,SELL,95.82,0.04
SIBN,2013-09-13,BUY,142.38,0.316262166289396
SBER,2013-09-16,BUY,98.97,0.339024933149251
SBERP,2013-09-16,BUY,76.94,0.44
SIBN,2013-09-16,SELL,143.2,0.04
ISKJ,2013-09-17,SELL,15.88,0.08
PIKK,2013-09-17,SELL,64.09,0.4
ROSN,2013-09-17,BUY,265.39,0.04
SIBN,2013-09-17,SELL,141.74,0.316262166289396
SBERP,2013-09-18,SELL,76.37,0.44
GAZP,2013-09-19,BUY,148.13,0.4
ISKJ,2013-09-19,BUY,16.735,0.08
SBER,2013-09-19,BUY,102.33,0.039999999999999
SBERP,2013-09-19,BUY,78,0.44
GAZP,2013-09-20,SELL,147.71,0.4
SBERP,2013-09-20,SELL,77.79,0.44
ISKJ,2013-09-24,SELL,17,0.08
ISKJ,2013-09-25,BUY,17.99,0.08
PIKK,2013-09-25,BUY,63.3,0.4
SBER,2013-09-25,SELL,101.95,0.37902493314925
SIBN,2013-09-25,BUY,140.52,0.316262166289396
ISKJ,2013-09-26,SELL,17.6,0.08
ROSN,2013-09-26,SELL,263.68,0.04
SIBN,2013-09-27,BUY,142.01,0.04
PIKK,2013-09-30,SELL,63.73,0.4
SIBN,2013-09-30,SELL,141.58,0.316262166289396
SIBN,2013-10-01,BUY,143.99,0.316262166289396
LKOH,2013-10-02,SELL,2029.3,0.04
SIBN,2013-10-02,SELL,143.15,0.316262166289396
ISKJ,2013-10-03,BUY,19.9,0.08
SBER,2013-10-04,BUY,100.39,0.04
SBERP,2013-10-04,BUY,76.44,0.4
SIBN,2013-10-04,BUY,144,0.316262166289396
GAZP,2013-10-07,BUY,147,0.4
ISKJ,2013-10-07,SELL,20.267,0.08
SBERP,2013-10-07,SELL,75.95,0.4
SIBN,2013-10-07,SELL,143.99,0.316262166289396
LKOH,2013-10-08,BUY,2112,0.04
SBERP,2013-10-08,BUY,77.73,0.4
SIBN,2013-10-08,BUY,145.59,0.316262166289396
GAZP,2013-10-09,SELL,151.29,0.4
PIKK,2013-10-09,BUY,64.3,0.4
SBERP,2013-10-09,SELL,77.6,0.4
GAZP,2013-10-10,BUY,153.11,0.4
PIKK,2013-10-10,SELL,63.35,0.4
SBER,2013-10-10,BUY,103.43,0.33902493314925
SBERP,2013-10-10,BUY,78.8,0.44
SIBN,2013-10-10,SELL,145.65,0.316262166289396
SBERP,2013-10-11,SELL,78.61,0.44
SIBN,2013-10-11,BUY,147.07,0.316262166289396
GAZP,2013-10-14,SELL,152.71,0.4
GAZP,2013-10-15,BUY,156.3,0.4
SBERP,2013-10-15,BUY,79.88,0.556277074651061
SIBN,2013-10-16,SELL,148.53,0.316262166289396
GAZP,2013-10-17,SELL,154.99,0.4
SBERP,2013-10-17,SELL,79.4,0.556277074651061
LKOH,2013-10-18,SELL,2122.1,0.04
SBERP,2013-10-18,BUY,81.15,0.556277074651061
ISKJ,2013-10-21,BUY,19.994,0.08
PIKK,2013-10-21,BUY,63,0.4
ISKJ,2013-10-22,SELL,19.8,0.08
SIBN,2013-10-22,BUY,147.75,0.316262166289396
SIBN,2013-10-22,SELL,147.75,0.04
PIKK,2013-10-23,SELL,63.21,0.4
SBERP,2013-10-23,SELL,80.84,0.556277074651061
SIBN,2013-10-23,SELL,144.02,0.316262166289396
SBER,2013-10-24,SELL,102.86,0.37902493314925
PIKK,2013-10-28,BUY,63.45,0.4
SIBN,2013-10-28,BUY,146.35,0.316262166289396
PIKK,2013-10-29,SELL,63.11,0.4
SBERP,2013-10-29,BUY,82.68,0.556277074651061
SIBN,2013-10-29,SELL,145.41,0.316262166289396
SBERP,2013-10-30,SELL,82.54,0.556277074651061
SBERP,2013-10-31,BUY,82.98,0.556277074651061
ISKJ,2013-11-01,BUY,19.299,0.04
PIKK,2013-11-01,BUY,63.93,0.4
SBER,2013-11-01,BUY,103.65,0.04
SIBN,2013-11-01,BUY,145.93,0.316262166289396
ISKJ,2013-11-05,BUY,19.472,0.04
PIKK,2013-11-05,SELL,63,0.4
SBERP,2013-11-05,SELL,82.09,0.556277074651061
SIBN,2013-11-05,SELL,145.84,0.316262166289396
ISKJ,2013-11-06,SELL,19.272,0.08
SIBN,2013-11-06,BUY,146.75,0.356262166289396
SBER,2013-11-07,SELL,103.55,0.04
SIBN,2013-11-08,SELL,148.25,0.316262166289396
ISKJ,2013-11-11,BUY,19.55,0.08
SIBN,2013-11-11,BUY,149,0.316262166289396
ISKJ,2013-11-12,SELL,19.16,0.08
SBER,2013-11-12,BUY,104.25,0.04
SIBN,2013-11-12,SELL,148.5,0.316262166289396
SIBN,2013-11-14,BUY,149.17,0.316262166289396
ISKJ,2013-11-15,BUY,19.7,0.08
SBER,2013-11-15,SELL,103.69,0.04
SIBN,2013-11-15,SELL,148.74,0.316262166289396
GAZP,2013-11-18,BUY,149.64,0.4
ISKJ,2013-11-18,SELL,19.65,0.08
PIKK,2013-11-18,BUY,62.55,0.4
SBER,2013-11-18,BUY,105.5,0.584859175138705
SBERP,2013-11-18,BUY,83.89,0.556277074651061
GAZP,2013-11-19,SELL,148.85,0.4
PIKK,2013-11-19,SELL,61.88,0.4
GAZP,2013-11-20,BUY,150.3,0.4
GAZP,2013-11-21,SELL,148.23,0.4
SBERP,2013-11-21,SELL,84.97,0.556277074651061
SIBN,2013-11-21,SELL,147.12,0.04
PIKK,2013-11-22,BUY,63.06,0.4
SBER,2013-11-22,SELL,105.1,0.584859175138705
SBERP,2013-11-22,BUY,85.55,0.556277074651061
SIBN,2013-11-22,BUY,148.63,0.316262166289396
PIKK,2013-11-25,SELL,62.67,0.4
SIBN,2013-11-25,SELL,147.8,0.316262166289396
PIKK,2013-11-26,BUY,64,0.4
SBERP,2013-11-26,SELL,85.16,0.556277074651061
PIKK,2013-11-27,SELL,63.84,0.4
ISKJ,2013-11-28,BUY,18.949,0.08
ISKJ,2013-11-29,SELL,18.75,0.08
SIBN,2013-11-29,BUY,148.26,0.316262166289396
SIBN,2013-12-02,BUY,148.33,0.04
ISKJ,2013-12-03,BUY,19.2,0.08
SIBN,2013-12-04,SELL,148.99,0.316262166289396
ISKJ,2013-12-06,SELL,19.589,0.08
PIKK,2013-12-06,BUY,61.3,0.4
PIKK,2013-12-09,SELL,61.3,0.4
SIBN,2013-12-10,SELL,147.1,0.04
PIKK,2013-12-13,BUY,64.1,0.4
ISKJ,2013-12-16,BUY,19.714,0.04
GAZP,2013-12-17,BUY,138.55,0.4
ISKJ,2013-12-17,SELL,19.5,0.04
