symbol,date,side,price,pf_w
SBER,2020-04-06,BUY,190.7,0.04
SBERP,2020-04-06,BUY,179.88,0.4
ISKJ,2020-04-07,SELL,12.54,0.08
SIBN,2020-04-07,SELL,336.8,0.316262166289396
GAZP,2020-04-09,SELL,193.86,0.4
ROSN,2020-04-09,BUY,353,0.04
SBER,2020-04-09,BUY,203.61,0.299024933149251
SIBN,2020-04-09,BUY,341.65,0.316262166289396
SBERP,2020-04-10,SELL,185.34,0.4
SIBN,2020-04-10,SELL,337,0.316262166289396
ISKJ,2020-04-13,BUY,17.01,0.08
SBER,2020-04-14,SELL,197.37,0.339024933149251
ROSN,2020-04-16,SELL,305.75,0.04
SIBN,2020-04-16,SELL,304,0.04
ISKJ,2020-04-17,SELL,39.28,0.08
PIKK,2020-04-20,BUY,393.8,0.4
PIKK,2020-04-21,SELL,383.4,0.4
GAZP,2020-04-22,BUY,188.36,0.4
SIBN,2020-04-22,BUY,316,0.356262166289396
GAZP,2020-04-24,SELL,185.71,0.4
SIBN,2020-04-24,SELL,314.35,0.316262166289396
ISKJ,2020-04-27,BUY,30.04,0.04
PIKK,2020-04-27,BUY,391.1,0.4
ISKJ,2020-04-28,BUY,33.03,0.04
SBER,2020-04-28,BUY,192.8,0.04
SBERP,2020-04-28,BUY,176.12,0.4
SIBN,2020-04-28,BUY,321.95,0.316262166289396
GAZP,2020-04-29,BUY,193.87,0.4
ISKJ,2020-04-29,SELL,32.7,0.08
PIKK,2020-04-29,SELL,392.6,0.4
GAZP,2020-04-30,SELL,190,0.4
SBERP,2020-04-30,SELL,177.2,0.4
ISKJ,2020-05-04,BUY,34.5,0.08
SIBN,2020-05-04,SELL,329.55,0.316262166289396
ISKJ,2020-05-05,SELL,33.15,0.08
SBERP,2020-05-05,BUY,178.49,0.4
SBER,2020-05-06,SELL,195.7,0.04
SBERP,2020-05-07,SELL,180.02,0.4
SIBN,2020-05-08,SELL,331.9,0.04
ISKJ,2020-05-12,BUY,33.2,0.04
ISKJ,2020-05-13,SELL,32.77,0.04
GAZP,2020-05-18,BUY,192.5,0.4
LKOH,2020-05-18,BUY,5170.5,0.04
ROSN,2020-05-18,BUY,375.05,0.04
SIBN,2020-05-18,BUY,329.95,0.316262166289396
PIKK,2020-05-19,BUY,375.5,0.4
SIBN,2020-05-19,SELL,328.05,0.316262166289396
PIKK,2020-05-20,SELL,369.4,0.4
SBER,2020-05-20,BUY,193.98,0.04
SBERP,2020-05-20,BUY,177.88,0.4
SIBN,2020-05-20,BUY,333.3,0.356262166289396
GAZP,2020-05-21,SELL,194.74,0.4
SBERP,2020-05-21,SELL,176.79,0.4
SIBN,2020-05-21,SELL,328.75,0.316262166289396
GAZP,2020-05-25,BUY,197.55,0.4
ISKJ,2020-05-25,BUY,31.35,0.08
LKOH,2020-05-25,SELL,5412.5,0.04
SBER,2020-05-25,SELL,191,0.04
GAZP,2020-05-26,SELL,196.86,0.4
ISKJ,2020-05-26,SELL,30.3,0.08
PIKK,2020-05-26,BUY,370.1,0.4
SBER,2020-05-26,BUY,194,0.04
SIBN,2020-05-26,BUY,334,0.316262166289396
ROSN,2020-05-27,SELL,374.9,0.04
SBER,2020-05-27,BUY,198.51,0.299024933149251
SBERP,2020-05-27,BUY,178.8,0.4
SIBN,2020-05-27,SELL,334,0.316262166289396
POLY,2020-05-28,SELL,1438.6,0.4
SBERP,2020-05-28,BUY,185.5,0.04
SIBN,2020-05-28,BUY,336,0.316262166289396
GAZP,2020-05-29,BUY,199.95,0.4
SBERP,2020-05-29,SELL,181.6,0.44
SIBN,2020-05-29,SELL,333,0.316262166289396
GAZP,2020-06-01,SELL,198.72,0.4
PIKK,2020-06-01,SELL,377,0.4
SIBN,2020-06-01,BUY,337.5,0.316262166289396
GAZP,2020-06-02,BUY,201.97,0.4
ROSN,2020-06-02,BUY,387,0.04
SBERP,2020-06-02,BUY,192.5,0.44
LKOH,2020-06-03,BUY,5549.5,0.04
SBER,2020-06-03,BUY,221.5,0.039999999999999
GAZP,2020-06-04,SELL,201.46,0.4
PIKK,2020-06-04,BUY,387,0.4
SBERP,2020-06-04,SELL,193.1,0.44
SIBN,2020-06-04,SELL,345,0.316262166289396
SBERP,2020-06-05,BUY,200.3,0.44
LKOH,2020-06-08,SELL,5372,0.04
SBER,2020-06-08,SELL,220.3,0.37902493314925
SIBN,2020-06-08,BUY,358,0.316262166289396
PIKK,2020-06-09,SELL,395.1,0.4
SBERP,2020-06-09,SELL,198.45,0.44
SIBN,2020-06-10,SELL,357.5,0.316262166289396
ISKJ,2020-06-11,BUY,28.08,0.04
ISKJ,2020-06-15,BUY,28.49,0.04
PIKK,2020-06-15,BUY,400.6,0.4
ISKJ,2020-06-16,SELL,27.85,0.08
ROSN,2020-06-17,SELL,371.75,0.04
SIBN,2020-06-17,SELL,354.05,0.04
PIKK,2020-06-18,SELL,412.1,0.4
PIKK,2020-06-19,BUY,416.5,0.4
PIKK,2020-06-25,SELL,422,0.4
GAZP,2020-06-29,BUY,197.94,0.4
ISKJ,2020-06-29,BUY,28.18,0.08
PIKK,2020-06-29,BUY,427.5,0.4
GAZP,2020-06-30,SELL,194.31,0.4
ISKJ,2020-06-30,SELL,25.82,0.08
PIKK,2020-06-30,SELL,425,0.4
PIKK,2020-07-02,BUY,427.9,0.4
SBER,2020-07-02,BUY,209.6,0.04
SBERP,2020-07-02,BUY,192.6,0.4
PIKK,2020-07-03,SELL,425.2,0.4
GAZP,2020-07-06,BUY,199.99,0.4
ISKJ,2020-07-06,BUY,26.38,0.04
PIKK,2020-07-06,BUY,428.7,0.4
SIBN,2020-07-06,BUY,334.8,0.316262166289396
GAZP,2020-07-07,SELL,197.96,0.4
ISKJ,2020-07-07,SELL,26.26,0.04
PIKK,2020-07-07,SELL,424.2,0.4
SBERP,2020-07-07,SELL,193.25,0.4
SIBN,2020-07-07,SELL,330.55,0.316262166289396
GAZP,2020-07-08,BUY,201.17,0.4
GAZP,2020-07-09,SELL,199.44,0.4
SBER,2020-07-09,SELL,209.11,0.04
PIKK,2020-07-14,BUY,424,0.4
SBERP,2020-07-16,BUY,193.86,0.4
ISKJ,2020-07-17,BUY,26.44,0.08
ISKJ,2020-07-20,SELL,26.44,0.08
SBER,2020-07-20,BUY,213.89,0.04
SBERP,2020-07-20,BUY,197.74,0.04
SIBN,2020-07-20,BUY,317.5,0.316262166289396
ISKJ,2020-07-21,BUY,26.52,0.08
SBER,2020-07-21,BUY,215.73,0.299024933149251
ISKJ,2020-07-22,SELL,26.05,0.08
POLY,2020-07-22,BUY,1575,0.4
SIBN,2020-07-22,BUY,321.8,0.04
PIKK,2020-07-23,SELL,447.9,0.4
SBERP,2020-07-23,SELL,198.4,0.44
PIKK,2020-07-27,BUY,463.6,0.4
SBERP,2020-07-27,BUY,201.29,0.44
SIBN,2020-07-27,SELL,323.1,0.316262166289396
ISKJ,2020-07-28,BUY,26.05,0.04
SBERP,2020-07-28,SELL,200.47,0.44
SIBN,2020-07-28,BUY,324.85,0.316262166289396
ISKJ,2020-07-29,BUY,26.19,0.04
SBERP,2020-07-29,BUY,202.87,0.44
ISKJ,2020-07-30,SELL,24.8,0.08
PIKK,2020-07-30,SELL,489.5,0.4
SIBN,2020-07-30,SELL,320.5,0.316262166289396
SBER,2020-07-31,BUY,221.57,0.039999999999999
PIKK,2020-08-03,BUY,506,0.4
PIKK,2020-08-04,SELL,502.9,0.4
GAZP,2020-08-05,BUY,189.15,0.4
SBERP,2020-08-05,SELL,209.35,0.44
SIBN,2020-08-05,BUY,322.8,0.316262166289396
SIBN,2020-08-05,SELL,322.8,0.04
GAZP,2020-08-06,SELL,189.07,0.4
ROSN,2020-08-06,BUY,369,0.04
SIBN,2020-08-06,SELL,320.5,0.316262166289396
SBERP,2020-08-07,BUY,210.6,0.44
GAZP,2020-08-11,BUY,189.7,0.4
SIBN,2020-08-11,BUY,325,0.356262166289396
LKOH,2020-08-12,BUY,5303,0.04
PIKK,2020-08-12,BUY,500.2,0.4
PIKK,2020-08-13,SELL,495.1,0.4
SBERP,2020-08-13,SELL,220.01,0.44
GAZP,2020-08-14,SELL,192.83,0.4
ISKJ,2020-08-14,BUY,24.6,0.04
SIBN,2020-08-14,SELL,329.7,0.316262166289396
ISKJ,2020-08-17,SELL,24.05,0.04
SBER,2020-08-17,SELL,237.8,0.37902493314925
LKOH,2020-08-18,SELL,5268.5,0.04
SIBN,2020-08-20,SELL,319.55,0.04
PIKK,2020-08-21,BUY,495.9,0.4
ISKJ,2020-08-24,BUY,23.74,0.04
PIKK,2020-08-24,SELL,495.2,0.4
SBERP,2020-08-24,BUY,218.95,0.4
ISKJ,2020-08-25,SELL,23.38,0.04
PIKK,2020-08-25,BUY,496.5,0.4
SBERP,2020-08-25,SELL,216.99,0.4
SIBN,2020-08-26,BUY,320.7,0.316262166289396
PIKK,2020-08-27,SELL,496,0.4
SIBN,2020-08-27,SELL,320,0.316262166289396
PIKK,2020-08-31,BUY,506.2,0.4
ROSN,2020-09-02,SELL,371.5,0.04
PIKK,2020-09-03,SELL,527.2,0.4
ISKJ,2020-09-07,BUY,22.3,0.04
PIKK,2020-09-07,BUY,558,0.4
ISKJ,2020-09-08,SELL,22.27,0.04
PIKK,2020-09-08,SELL,553.2,0.4
ISKJ,2020-09-09,BUY,23.32,0.08
PIKK,2020-09-09,BUY,566.9,0.4
PIKK,2020-09-10,SELL,564.1,0.4
SIBN,2020-09-11,BUY,307.15,0.316262166289396
GAZP,2020-09-14,BUY,178.19,0.4
ISKJ,2020-09-14,SELL,26.25,0.08
SBER,2020-09-14,BUY,227.37,0.04
SBERP,2020-09-14,BUY,218.3,0.4
PIKK,2020-09-15,BUY,570,0.4
SBERP,2020-09-15,BUY,221.87,0.156277074651061
SIBN,2020-09-15,BUY,316.6,0.04
ISKJ,2020-09-16,BUY,27.68,0.08
PIKK,2020-09-16,SELL,569,0.4
SIBN,2020-09-16,SELL,314.5,0.316262166289396
ISKJ,2020-09-17,SELL,27.33,0.08
SBERP,2020-09-17,SELL,221.89,0.556277074651061
GAZP,2020-09-18,SELL,181.52,0.4
SBER,2020-09-18,SELL,230.3,0.04
SBERP,2020-09-18,BUY,222.14,0.556277074651061
SBERP,2020-09-21,SELL,219.25,0.556277074651061
ISKJ,2020-09-22,BUY,29,0.08
SBERP,2020-09-22,BUY,222.24,0.556277074651061
SIBN,2020-09-22,SELL,295.4,0.04
ISKJ,2020-09-23,SELL,28.12,0.08
PIKK,2020-09-23,BUY,559.6,0.4
SBERP,2020-09-23,SELL,221.8,0.556277074651061
ISKJ,2020-09-24,BUY,32.19,0.08
PIKK,2020-09-24,SELL,557.7,0.4
PIKK,2020-09-28,BUY,564.2,0.4
ROSN,2020-09-28,BUY,385.9,0.04
SIBN,2020-09-28,BUY,298.5,0.356262166289396
ISKJ,2020-09-29,SELL,34.11,0.08
SIBN,2020-09-29,SELL,293.6,0.316262166289396
PIKK,2020-09-30,SELL,568.2,0.4
POLY,2020-09-30,SELL,1680,0.4
SBER,2020-09-30,BUY,229.14,0.04
PIKK,2020-10-01,BUY,570.3,0.4
PIKK,2020-10-02,SELL,567.2,0.4
PIKK,2020-10-05,BUY,570.4,0.4
SBER,2020-10-05,SELL,208.89,0.04
SIBN,2020-10-05,SELL,291.7,0.04
SIBN,2020-10-06,BUY,297,0.356262166289396
SIBN,2020-10-07,SELL,288.25,0.316262166289396
PIKK,2020-10-08,SELL,568.9,0.4
PIKK,2020-10-13,BUY,578,0.4
SIBN,2020-10-13,SELL,283.95,0.04
ISKJ,2020-10-14,BUY,32.18,0.04
ISKJ,2020-10-15,SELL,30.99,0.04
PIKK,2020-10-15,SELL,583.6,0.4
ROSN,2020-10-15,SELL,380.2,0.04
PIKK,2020-10-16,BUY,598.3,0.4
SBER,2020-10-20,BUY,209.54,0.04
PIKK,2020-10-21,SELL,600,0.4
SIBN,2020-10-21,BUY,278.9,0.316262166289396
ISKJ,2020-10-22,BUY,29.33,0.04
SIBN,2020-10-22,BUY,283.2,0.04
ISKJ,2020-10-23,SELL,28.81,0.04
SBERP,2020-10-23,BUY,200.3,0.4
SBERP,2020-10-26,SELL,197.98,0.4
SIBN,2020-10-26,SELL,280.85,0.316262166289396
SBER,2020-10-28,SELL,204.73,0.04
SIBN,2020-10-30,SELL,273.45,0.04
SIBN,2020-11-02,BUY,274,0.316262166289396
GAZP,2020-11-03,BUY,161.09,0.4
SBER,2020-11-03,BUY,209.2,0.04
SBERP,2020-11-03,BUY,199.78,0.4
SIBN,2020-11-03,BUY,284,0.04
ISKJ,2020-11-05,BUY,30,0.08
PIKK,2020-11-05,BUY,583.1,0.4
SBER,2020-11-05,BUY,216.7,0.299024933149251
SBERP,2020-11-05,BUY,205.01,0.04
PIKK,2020-11-06,SELL,582.1,0.4
SBERP,2020-11-06,SELL,204.79,0.44
SIBN,2020-11-06,SELL,288.1,0.316262166289396
ISKJ,2020-11-09,SELL,29.6,0.08
LKOH,2020-11-09,BUY,4755,0.04
PIKK,2020-11-09,BUY,591.2,0.4
ROSN,2020-11-09,BUY,395.4,0.04
SBERP,2020-11-09,BUY,212.31,0.44
SIBN,2020-11-09,BUY,299,0.316262166289396
ISKJ,2020-11-10,BUY,30.43,0.08
PIKK,2020-11-10,SELL,587.4,0.4
GAZP,2020-11-11,SELL,170.53,0.4
PIKK,2020-11-11,BUY,591.9,0.4
SBER,2020-11-11,BUY,244.2,0.245834241989454
PIKK,2020-11-12,SELL,587.5,0.4
SBERP,2020-11-12,SELL,221,0.44
SIBN,2020-11-12,SELL,307.25,0.316262166289396
GAZP,2020-11-13,BUY,180.3,0.4
ISKJ,2020-11-13,SELL,34.07,0.08
SIBN,2020-11-13,BUY,308.9,0.316262166289396
LKOH,2020-11-16,SELL,4932.5,0.04
PIKK,2020-11-16,BUY,593.2,0.4
SBERP,2020-11-16,BUY,224.22,0.556277074651061
GAZP,2020-11-17,SELL,182.9,0.4
SBERP,2020-11-17,SELL,223,0.556277074651061
SIBN,2020-11-17,SELL,311.55,0.316262166289396
ISKJ,2020-11-18,BUY,34.26,0.04
PIKK,2020-11-18,SELL,596,0.4
SIBN,2020-11-18,BUY,316,0.316262166289396
ISKJ,2020-11-19,SELL,33.36,0.04
SBER,2020-11-19,SELL,240.27,0.584859175138705
SIBN,2020-11-19,SELL,314.6,0.316262166289396
LKOH,2020-11-20,BUY,4948.5,0.04
SIBN,2020-11-23,BUY,316.6,0.316262166289396
GAZP,2020-11-24,BUY,186.76,0.4
ISKJ,2020-11-24,BUY,37.2,0.08
PIKK,2020-11-24,BUY,598.8,0.4
SBER,2020-11-24,BUY,247.33,0.04
SBERP,2020-11-24,BUY,225.18,0.556277074651061
PIKK,2020-11-25,SELL,595,0.4
SBER,2020-11-25,BUY,251.91,0.544859175138705
GAZP,2020-11-26,SELL,185.52,0.4
ISKJ,2020-11-26,SELL,36.96,0.08
SBERP,2020-11-26,SELL,227.86,0.556277074651061
SIBN,2020-11-26,SELL,322.5,0.316262166289396
SBERP,2020-11-27,BUY,229.91,0.556277074651061
ISKJ,2020-11-30,BUY,38.72,0.08
LKOH,2020-11-30,SELL,5063,0.04
PIKK,2020-11-30,BUY,596.5,0.4
SBER,2020-11-30,SELL,249.63,0.584859175138705
SBERP,2020-11-30,SELL,229.25,0.556277074651061
ISKJ,2020-12-01,SELL,38.32,0.08
PIKK,2020-12-01,SELL,594.6,0.4
SBER,2020-12-01,BUY,260.81,0.584859175138705
SBERP,2020-12-01,BUY,235.17,0.556277074651061
SIBN,2020-12-01,BUY,323.2,0.316262166289396
ROSN,2020-12-02,SELL,448.75,0.04
SIBN,2020-12-02,SELL,323.55,0.04
SIBN,2020-12-03,SELL,319.45,0.316262166289396
GAZP,2020-12-04,BUY,188.79,0.4
ISKJ,2020-12-07,BUY,39.9,0.08
GAZP,2020-12-08,SELL,190,0.4
ISKJ,2020-12-08,SELL,37.58,0.08
GAZP,2020-12-10,BUY,192.95,0.4
SIBN,2020-12-10,BUY,324.55,0.356262166289396
SBERP,2020-12-11,SELL,250.95,0.556277074651061
GAZP,2020-12-14,SELL,199.91,0.4
SIBN,2020-12-14,SELL,325.5,0.316262166289396
ISKJ,2020-12-15,BUY,38.6,0.08
GAZP,2020-12-16,BUY,206.2,0.4
PIKK,2020-12-16,BUY,587.6,0.4
SBER,2020-12-16,SELL,278.35,0.584859175138705
PIKK,2020-12-17,SELL,586.4,0.4
SIBN,2020-12-17,BUY,328,0.316262166289396
GAZP,2020-12-18,SELL,212.69,0.4
ISKJ,2020-12-18,SELL,40.01,0.08
SIBN,2020-12-18,SELL,324.4,0.356262166289396
PIKK,2020-12-23,BUY,582.2,0.4
PIKK,2020-12-24,SELL,579.6,0.4
SIBN,2020-12-24,BUY,319.1,0.316262166289396
PIKK,2020-12-25,BUY,586.1,0.4
SBER,2020-12-25,BUY,270.64,0.04
SIBN,2020-12-25,SELL,319,0.316262166289396
SBERP,2020-12-28,BUY,245.44,0.4
GAZP,2020-12-29,BUY,208.75,0.4
SBERP,2020-12-29,SELL,243.85,0.4
ISKJ,2020-12-30,BUY,38.16,0.04
GAZP,2021-01-04,SELL,212.71,0.4
SBER,2021-01-04,SELL,272,0.04
SIBN,2021-01-04,BUY,322.75,0.356262166289396
GAZP,2021-01-05,BUY,215.32,0.4
ISKJ,2021-01-05,SELL,38.11,0.04
SBER,2021-01-05,BUY,275.2,0.04
SBERP,2021-01-05,BUY,247.26,0.4
GAZP,2021-01-06,SELL,214.38,0.4
ISKJ,2021-01-06,BUY,38.3,0.08
PIKK,2021-01-06,SELL,596.6,0.4
ROSN,2021-01-06,BUY,453.7,0.04
SBERP,2021-01-06,SELL,246.2,0.4
GAZP,2021-01-08,BUY,225.49,0.4
LKOH,2021-01-08,BUY,5556.5,0.04
SBERP,2021-01-08,BUY,252.49,0.556277074651061
ISKJ,2021-01-11,SELL,38.03,0.08
SBER,2021-01-11,BUY,289.49,0.544859175138705
SIBN,2021-01-11,SELL,334.3,0.316262166289396
GAZP,2021-01-13,SELL,226.8,0.4
SBERP,2021-01-13,SELL,252.93,0.556277074651061
GAZP,2021-01-14,BUY,228.86,0.4
SIBN,2021-01-14,BUY,342.1,0.316262166289396
GAZP,2021-01-15,SELL,226.5,0.4
ISKJ,2021-01-15,BUY,38.4,0.08
PIKK,2021-01-15,BUY,597.9,0.4
SBER,2021-01-15,SELL,276.9,0.584859175138705
SIBN,2021-01-15,SELL,341.35,0.316262166289396
ISKJ,2021-01-19,SELL,38.41,0.08
LKOH,2021-01-19,SELL,5892,0.04
ISKJ,2021-01-20,BUY,39.82,0.08
SIBN,2021-01-21,SELL,332.3,0.04
ISKJ,2021-01-25,SELL,39.49,0.08
ROSN,2021-01-25,SELL,495.6,0.04
PIKK,2021-01-27,SELL,685.3,0.4
PIKK,2021-01-29,BUY,706.9,0.4
PIKK,2021-02-01,SELL,698.7,0.4
PIKK,2021-02-02,BUY,733,0.4
GAZP,2021-02-03,BUY,218.1,0.4
SBER,2021-02-04,BUY,270.11,0.04
SBERP,2021-02-04,BUY,247.13,0.4
SIBN,2021-02-04,BUY,325.85,0.356262166289396
ISKJ,2021-02-08,BUY,39.85,0.08
GAZP,2021-02-09,SELL,227.73,0.4
ISKJ,2021-02-09,SELL,39.18,0.08
PIKK,2021-02-09,SELL,767,0.4
SBERP,2021-02-09,SELL,247.89,0.4
SIBN,2021-02-09,SELL,339.5,0.316262166289396
SBER,2021-02-11,SELL,264.7,0.04
GAZP,2021-02-15,BUY,229.22,0.4
LKOH,2021-02-15,BUY,5909.5,0.04
PIKK,2021-02-15,BUY,764.5,0.4
ROSN,2021-02-15,BUY,521.45,0.04
SIBN,2021-02-15,BUY,344.2,0.316262166289396
GAZP,2021-02-17,SELL,229.14,0.4
PIKK,2021-02-17,SELL,761.9,0.4
LKOH,2021-02-18,SELL,5615,0.04
SIBN,2021-02-18,SELL,338.1,0.316262166289396
PIKK,2021-02-19,BUY,784.9,0.4
PIKK,2021-02-20,SELL,781.9,0.4
PIKK,2021-02-22,BUY,785,0.4
ROSN,2021-02-22,SELL,516,0.04
SBER,2021-02-22,BUY,273.71,0.04
SBERP,2021-02-22,BUY,251.48,0.44
SIBN,2021-02-22,BUY,340.35,0.316262166289396
PIKK,2021-02-24,SELL,775,0.4
SBERP,2021-02-24,SELL,250.26,0.44
SIBN,2021-02-24,SELL,344,0.04
ROSN,2021-02-25,BUY,529.35,0.04
SIBN,2021-02-25,BUY,348.95,0.04
SBER,2021-02-26,SELL,270.17,0.04
SIBN,2021-02-26,SELL,339,0.316262166289396
SBER,2021-03-02,BUY,279.1,0.339024933149251
SBERP,2021-03-02,BUY,252.75,0.44
SBERP,2021-03-03,SELL,252.3,0.44
SIBN,2021-03-04,BUY,346.9,0.316262166289396
SIBN,2021-03-04,SELL,346.9,0.04
GAZP,2021-03-05,BUY,227,0.4
LKOH,2021-03-05,BUY,6236,0.04
SBER,2021-03-05,SELL,277.5,0.339024933149251
SIBN,2021-03-05,BUY,359.3,0.04
SBER,2021-03-09,BUY,285.79,0.339024933149251
SBERP,2021-03-09,BUY,258.86,0.556277074651061
GAZP,2021-03-10,SELL,231.69,0.4
SBERP,2021-03-10,SELL,258,0.556277074651061
SIBN,2021-03-10,SELL,372.4,0.316262166289396
GAZP,2021-03-11,BUY,232.47,0.4
SIBN,2021-03-11,BUY,378.35,0.316262166289396
SBERP,2021-03-12,BUY,260.39,0.556277074651061
SBER,2021-03-15,BUY,292.74,0.245834241989454
GAZP,2021-03-16,SELL,234.02,0.4
SBERP,2021-03-16,SELL,263.33,0.556277074651061
SIBN,2021-03-16,SELL,382.8,0.316262166289396
PIKK,2021-03-17,BUY,744.1,0.4
LKOH,2021-03-18,SELL,6083,0.04
SBER,2021-03-18,SELL,279.25,0.584859175138705
PIKK,2021-03-19,SELL,754.5,0.4
ISKJ,2021-03-22,BUY,34.41,0.04
PIKK,2021-03-22,BUY,778.1,0.4
ROSN,2021-03-22,SELL,562.65,0.04
SIBN,2021-03-22,SELL,372.25,0.04
ISKJ,2021-03-23,SELL,34.32,0.04
ISKJ,2021-03-24,BUY,34.91,0.08
ISKJ,2021-03-25,SELL,34.14,0.08
PIKK,2021-03-25,SELL,791.6,0.4
SBERP,2021-03-25,BUY,264.47,0.4
GAZP,2021-03-26,BUY,227.3,0.4
ISKJ,2021-03-26,BUY,35.1,0.08
PIKK,2021-03-26,BUY,805.8,0.4
ROSN,2021-03-26,BUY,582.2,0.04
SBER,2021-03-26,BUY,291.22,0.04
SBERP,2021-03-26,BUY,269.28,0.156277074651061
SIBN,2021-03-26,BUY,371,0.316262166289396
SBER,2021-03-29,BUY,293.3,0.544859175138705
GAZP,2021-03-30,SELL,225.93,0.4
ISKJ,2021-03-30,SELL,36.75,0.08
SIBN,2021-03-30,BUY,377.2,0.04
SBERP,2021-03-31,SELL,270.93,0.556277074651061
SIBN,2021-03-31,SELL,370,0.316262166289396
SBER,2021-04-01,SELL,290.24,0.584859175138705
ISKJ,2021-04-02,BUY,37.8,0.04
PIKK,2021-04-02,SELL,919.3,0.4
ROSN,2021-04-02,SELL,566.65,0.04
ISKJ,2021-04-05,BUY,38.3,0.04
SIBN,2021-04-05,BUY,371.85,0.316262166289396
ISKJ,2021-04-06,SELL,37.64,0.08
SIBN,2021-04-06,SELL,365.55,0.356262166289396
PIKK,2021-04-08,BUY,920.6,0.4
PIKK,2021-04-09,SELL,917.4,0.4
PIKK,2021-04-12,BUY,948.3,0.4
GAZP,2021-04-13,BUY,227.99,0.4
SBER,2021-04-13,BUY,287.95,0.04
SBERP,2021-04-13,BUY,270.65,0.4
PIKK,2021-04-14,SELL,970.1,0.4
SIBN,2021-04-14,BUY,359,0.316262166289396
GAZP,2021-04-15,SELL,234.63,0.4
SBERP,2021-04-15,SELL,269.88,0.4
SIBN,2021-04-15,SELL,354,0.316262166289396
SBERP,2021-04-16,BUY,274.29,0.556277074651061
PIKK,2021-04-19,BUY,970.3,0.4
SBERP,2021-04-19,SELL,273.71,0.556277074651061
PIKK,2021-04-20,SELL,954,0.4
SBERP,2021-04-21,BUY,274.97,0.556277074651061
SIBN,2021-04-21,BUY,361.55,0.356262166289396
SIBN,2021-04-22,SELL,358,0.316262166289396
PIKK,2021-04-23,BUY,975,0.4
SIBN,2021-04-23,BUY,364.45,0.316262166289396
GAZP,2021-04-26,BUY,233.23,0.4
SBER,2021-04-26,BUY,295.27,0.544859175138705
GAZP,2021-04-27,SELL,232,0.4
ISKJ,2021-04-27,BUY,35.97,0.04
PIKK,2021-04-27,SELL,973.5,0.4
SIBN,2021-04-27,SELL,363,0.316262166289396
ISKJ,2021-04-28,SELL,34.5,0.04
ISKJ,2021-04-29,BUY,36,0.08
SBERP,2021-04-29,SELL,283.47,0.556277074651061
ISKJ,2021-04-30,SELL,35.37,0.08
SBER,2021-04-30,SELL,297.73,0.584859175138705
GAZP,2021-05-04,BUY,233.8,0.4
SBER,2021-05-04,BUY,303.7,0.584859175138705
SBERP,2021-05-04,BUY,288.52,0.556277074651061
SIBN,2021-05-04,BUY,365,0.316262166289396
SIBN,2021-05-04,SELL,365,0.04
PIKK,2021-05-05,BUY,973.1,0.4
SIBN,2021-05-05,BUY,368.6,0.04
GAZP,2021-05-07,SELL,241.7,0.4
PIKK,2021-05-07,SELL,989.3,0.4
SIBN,2021-05-10,SELL,373.05,0.316262166289396
PIKK,2021-05-11,BUY,1002.2,0.4
SBERP,2021-05-11,SELL,287.7,0.556277074651061
GAZP,2021-05-13,BUY,247.16,0.4
SBER,2021-05-13,SELL,306.74,0.584859175138705
PIKK,2021-05-14,SELL,979.3,0.4
SIBN,2021-05-14,BUY,373.1,0.316262166289396
SIBN,2021-05-14,SELL,373.1,0.04
SIBN,2021-05-17,BUY,373.2,0.04
ISKJ,2021-05-18,BUY,34.82,0.04
GAZP,2021-05-19,SELL,260.9,0.4
ISKJ,2021-05-19,BUY,34.99,0.04
SIBN,2021-05-19,SELL,366.3,0.316262166289396
PIKK,2021-05-20,BUY,979.7,0.4
PIKK,2021-05-24,SELL,990.7,0.4
SIBN,2021-05-24,BUY,378,0.316262166289396
ISKJ,2021-05-25,SELL,37.39,0.08
SBER,2021-05-25,BUY,306.8,0.04
SBERP,2021-05-25,BUY,285.86,0.4
SIBN,2021-05-25,SELL,377.45,0.316262166289396
GAZP,2021-05-26,BUY,263.09,0.4
PIKK,2021-05-26,BUY,996,0.4
SIBN,2021-05-26,BUY,382.55,0.316262166289396
GAZP,2021-05-27,SELL,262.96,0.4
SIBN,2021-05-27,SELL,379.35,0.316262166289396
SBERP,2021-05-28,SELL,290.32,0.4
SBERP,2021-05-31,BUY,293.28,0.4
SIBN,2021-05-31,BUY,383.35,0.316262166289396
GAZP,2021-06-01,BUY,263.86,0.4
LKOH,2021-06-01,BUY,6210,0.04
SBER,2021-06-01,SELL,311.6,0.04
PIKK,2021-06-02,SELL,1053.5,0.4
ROSN,2021-06-02,BUY,552,0.04
SBER,2021-06-02,BUY,313.98,0.04
PIKK,2021-06-03,BUY,1064.9,0.4
SBERP,2021-06-03,SELL,293.03,0.4
GAZP,2021-06-08,SELL,275.36,0.4
PIKK,2021-06-08,SELL,1120,0.4
SIBN,2021-06-08,SELL,406.55,0.316262166289396
GAZP,2021-06-10,BUY,276.1,0.4
ROSN,2021-06-10,SELL,539.6,0.04
SBER,2021-06-10,SELL,314.62,0.04
ISKJ,2021-06-14,BUY,36.25,0.04
LKOH,2021-06-14,SELL,6515,0.04
PIKK,2021-06-14,BUY,1110.4,0.4
SIBN,2021-06-14,BUY,415,0.316262166289396
SIBN,2021-06-14,SELL,415,0.04
GAZP,2021-06-15,SELL,272.72,0.4
ISKJ,2021-06-15,SELL,36.2,0.04
